 2018-10-27 15:32:35,155,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:36,156,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:37,157,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:38,158,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:39,159,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:40,160,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:41,161,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:42,162,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:43,163,0,21.5,0,21,21.5,0,0,40,0.1
 2018-10-27 15:32:44,164,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:45,165,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:46,166,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:47,167,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:48,168,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:49,169,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:50,170,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:51,171,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:52,172,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:53,173,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:54,174,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:55,175,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:56,176,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:57,177,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:58,178,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:32:59,179,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:00,180,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:01,181,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:02,182,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:03,183,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:04,184,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:05,185,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:06,186,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:07,187,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:08,188,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:09,189,0,21.5,0,21,21.5,0,0,40,0.1
 2018-10-27 15:33:10,190,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:11,191,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:12,192,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:13,193,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:14,194,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:15,195,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:16,196,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:17,197,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:18,198,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:19,199,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:20,200,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:21,201,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:22,202,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:23,203,0,21.5,0,21,21.5,0,0,40,0.1
 2018-10-27 15:33:24,204,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:25,205,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:26,206,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:27,207,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:28,208,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:29,209,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:30,210,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:31,211,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:32,212,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:33,213,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:34,214,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:35,215,0,21.5,0,21.2,21.5,0,0,40,8.2
 2018-10-27 15:33:36,216,0,21.7,0,21.2,21.5,0,0,40,56.2
 2018-10-27 15:33:37,217,0,21.7,0,21.2,21.5,0,0,40,85.7
 2018-10-27 15:33:38,218,0,21.7,0,21.2,21.5,0,0,40,102.5
 2018-10-27 15:33:39,219,0,21.7,0,21.2,21.5,0,0,40,105.6
 2018-10-27 15:33:40,220,0,21.5,0,21.2,21.5,0,0,40,100.2
 2018-10-27 15:33:41,221,0,21.7,0,21.2,21.5,0,0,40,82.6
 2018-10-27 15:33:42,222,0,21.7,0,21.2,21.5,0,0,40,60.2
 2018-10-27 15:33:43,223,0,21.5,0,21.2,21.5,0,0,40,41.4
 2018-10-27 15:33:44,224,0,21.5,0,21.2,21.5,0,0,40,22.2
 2018-10-27 15:33:45,225,0,21.5,0,21.2,21.5,0,0,40,18.1
 2018-10-27 15:33:46,226,0,21.5,0,21.2,21.5,0,0,40,12
 2018-10-27 15:33:47,227,0,21.7,0,21.2,21.5,0,0,40,8.2
 2018-10-27 15:33:48,228,0,21.7,0,21.2,21.5,0,0,40,5.7
 2018-10-27 15:33:49,229,0,21.7,0,21.2,21.5,0,0,40,4.3
 2018-10-27 15:33:50,230,0,21.7,0,21.2,21.5,0,0,40,3.4
 2018-10-27 15:33:51,231,0,21.7,0,21.2,21.5,0,0,40,3
 2018-10-27 15:33:52,232,0,21.7,0,21.2,21.5,0,0,40,2.4
 2018-10-27 15:33:53,233,0,21.7,0,21.2,21.5,0,0,40,2.2
 2018-10-27 15:33:54,234,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:55,235,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:56,236,0,21.5,0,21,21.5,0,0,40,0.1
 2018-10-27 15:33:57,237,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:58,238,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:33:59,239,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:00,240,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:01,241,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:02,242,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:03,243,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:04,244,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:05,245,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:06,246,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:07,247,0,21.7,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:08,248,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:09,249,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:10,250,0,21.5,0,21.2,21.5,0,0,40,0.1
 2018-10-27 15:34:11,251,1,21.5,0.1,21.2,21.5,0,0,40,9.3
 2018-10-27 15:34:12,252,0.9,21.5,0.6,21.2,21.5,0.3,0,40,24.7
 2018-10-27 15:34:13,253,1.1,21.7,0.9,21.2,21.5,0.7,0,40,40.5
 2018-10-27 15:34:14,254,1.4,21.7,1.2,21.2,21.5,1,0,40,53.1
 2018-10-27 15:34:15,255,1.7,21.7,1.6,21.2,21.5,1.5,99.9,80,58.2
 2018-10-27 15:34:16,256,1.9,21.7,1.8,21.2,21.5,1.7,99.9,80,65.7
 2018-10-27 15:34:17,257,2,21.7,2,21.2,21.5,1.9,99.9,80,62.9
 2018-10-27 15:34:18,258,2,21.7,2,21.5,21.5,1.9,99.9,80,50.5
 2018-10-27 15:34:19,259,2,21.7,2,21.5,21.5,1.9,99.9,80,36.8
 2018-10-27 15:34:20,260,2,21.7,2,21.7,21.5,1.9,99.9,80,25.3
 2018-10-27 15:34:21,261,2,21.7,2,22,21.5,1.9,99.9,80,21
 2018-10-27 15:34:22,262,2,21.7,2,22,21.5,1.9,99.9,80,14.3
 2018-10-27 15:34:23,263,2,21.7,2,22.2,21.5,1.9,99.9,80,10
 2018-10-27 15:34:24,264,2,21.7,2,22.5,21.5,1.9,99.9,80,7.2
 2018-10-27 15:34:25,265,2,21.7,2,22.5,21.5,1.9,99.9,80,4.9
 2018-10-27 15:34:26,266,2,21.7,2,22.5,21.5,1.9,99.9,80,4
 2018-10-27 15:34:27,267,2,21.7,2,22.5,21.5,2,99.9,80,3.6
